,customer,aritzia
742465,569506,Cozy Fleece Boyfriend Hoodie
743059,570212,Contour Crew T-Shirt
743060,570212,Avery Overall
743061,570212,Cozy Fleece Perfect Zip Hoodie
743062,570212,The Powder Parka™
743063,570212,Supply Cargo Pant
743064,570212,Avery Overall
743065,570212,Cozy Fleece Perfect Hoodie
743066,570212,Power Hip Blazer
743067,570212,Power Hip Blazer
743068,570212,The Powder Parka™
743069,570212,Power Hip Blazer
744740,572894,Supply Cargo Pant
744741,572894,The Super Puff™ Long
744742,572894,Supply Cargo Pant
744743,572894,Supply Cargo Pant
744744,572894,The Powder Parka™
744745,572894,Little Cropped Jacket
744746,572894,Cyprie Sweater
744747,572894,The Ganna™ Shirt Jacket
744748,572894,The Effortless Pant
744749,572894,Ty Cardigan
744750,572894,The Super Puff™
744751,572894,The Super Puff™ Long
744752,572894,Divinity Jumpsuit
744753,572894,Cozy Fleece Mega Sweatpant
744759,572903,Little Cropped Jacket
744760,572903,Society Sweater
744761,572903,Little Cropped Jacket
744762,572903,Alchemy Dress
744763,572903,TnaCHILL™ Atmosphere Hi-Rise Legging
744764,572903,Divinity Jumpsuit
744765,572903,Divinity Jumpsuit
744766,572903,Hush Knit V-Neck Sweater
744767,572903,Refined Cargo Pant
744768,572903,The Effortless Pant
744769,572903,The Slouch™ Coat New
744770,572903,The Ganna™ Shirt Jacket
744771,572903,Refined Cargo Pant
744772,572903,Cyprie Sweater
744773,572903,Divinity Jumpsuit
744774,572903,Refined Cargo Pant
744775,572903,Refined Cargo Pant
745006,573151,Agency Blazer
745007,573151,Ty Cardigan
745008,573151,Weekend T-Shirt
745009,573151,Pavant Quilted Jacket
745010,573151,Hillside Sweater
745011,573151,Supply Cargo Pant
745012,573151,Ronnie Sweater
745013,573151,Hush Knit V-Neck Sweater
745014,573151,The Summit Parka Short
745015,573151,Cozy Fleece Perfect Zip Hoodie
745016,573151,Power Hip Blazer
745061,573188,The Powder Parka™
745062,573188,Avery Overall
745063,573188,TnaBUTTER™ Rhythm Jumpsuit
745064,573188,The Powder Parka™
745065,573188,Power Hip Blazer
745066,573188,The Powder Parka™
745067,573188,The Powder Parka™
745068,573188,Cozy Fleece Boyfriend Hoodie
745069,573188,The Powder Parka™
745070,573188,The Powder Parka™
745071,573188,The Super Puff™
745072,573188,Contour Tank Bodysuit
745073,573188,The Stedman Coat
745195,573290,Cozy Fleece Perfect Hoodie
745196,573290,Thermal Cowlneck
745197,573290,Chase Dress
745198,573290,Refined Cargo Pant
745199,573290,Avery Overall
745200,573290,The Ganna™ Shirt Jacket
745201,573290,Supply Cargo Pant
745202,573290,The Super Puff Bomber
745203,573290,Sherpa Long Liner Jacket
745204,573290,Cozy Fleece Perfect Zip Hoodie
745205,573290,Divinity Jumpsuit
745206,573290,Cozy Fleece Perfect Zip Hoodie
745207,573290,Cozy Fleece Perfect Zip Hoodie
745208,573290,Sno Polar Shirt
745209,573290,Divinity Jumpsuit
745210,573290,Troop Cargo Pant
745211,573290,Supply Cargo Pant
745212,573290,Divinity Jumpsuit
745213,573290,Supply Cargo Pant
745214,573290,The Summit Parka Short
745412,573417,Hillside Sweater
745413,573417,Contour Crew T-Shirt
745414,573417,Supply Cargo Pant
745415,573417,Cozy Fleece Perfect Zip Hoodie
745416,573417,Divinity Jumpsuit
745417,573417,Little Cropped Jacket
745418,573417,The Powder Parka™
745419,573417,The Slouch™ Coat New
745420,573417,Crown Puffer Long
745421,573417,Little Cropped Jacket
745422,573417,Alftan Luxe Cashmere Cardigan
745423,573417,Cozy Fleece Mega Sweatpant
745424,573417,The Powder Parka™
745425,573417,Aster Free Lounge Pant
745426,573417,The Super Puff™ Long
745427,573417,Troop Cargo Pant
745428,573417,Cozy Fleece Perfect Zip Hoodie
745429,573417,Sno Polar Oversized Zip Hoodie
745430,573417,The Super Puff™
745431,573417,The Powder Parka™
745432,573417,TnaCHILL™ Atmosphere Hi-Rise Legging
745433,573417,Cozy Fleece Boyfriend Hoodie
745499,573458,TnaBUTTER™ Rhythm Jumpsuit
745500,573458,Power Hip Blazer
745501,573458,Ty Cardigan
745502,573458,Cozy Fleece Perfect Zip Hoodie
745503,573458,Alftan Luxe Cashmere Cardigan
745504,573458,Crown Puffer Long
745505,573458,Crown Puffer Long
745506,573458,The Slouch™ Coat New
745507,573458,Aster Free Lounge Pant
745508,573458,The Powder Parka™
745509,573458,Refined Cargo Pant
745510,573458,Troop Cargo Pant
745511,573458,The Powder Parka™
745512,573458,The Super Puff₂O™ Long
745513,573458,The Ganna™ Shirt Jacket
745514,573458,Alchemy Dress
745515,573458,Divinity Jumpsuit
745516,573458,The Melina™ Pant
745517,573458,Cozy Fleece Boyfriend Hoodie
745518,573458,Greenwich Pant
745519,573458,The Super Puff Bomber
745814,573645,Avery Overall
745815,573645,The Ganna™ Shirt Jacket
745816,573645,Divinity Jumpsuit
745817,573645,The Super Puff™
745818,573645,Crown Puffer Long
745819,573645,Supply Cargo Pant
745820,573645,The Ganna™ Shirt Jacket
745821,573645,The Powder Parka™
745822,573645,Society Sweater
745823,573645,Cozy Fleece Perfect Zip Hoodie
745824,573645,Greenwich Pant
746335,573908,The Super Puff™ Long
746336,573908,Ronnie Sweater
746337,573908,TnaCHILL™ Atmosphere Hi-Rise Legging
746338,573908,The Super Puff™
746339,573908,Divinity Jumpsuit
746340,573908,Divinity Jumpsuit
746341,573908,Divinity Jumpsuit
746342,573908,The Powder Parka™
746343,573908,The Summit Parka
746344,573908,Sno Polar Oversized Zip Hoodie
746345,573908,Cyprie Sweater
746346,573908,The Super Puff™
746347,573908,Justin Jacket
746402,573938,Troop Cargo Pant
746403,573938,Hillside Sweater
746404,573938,Divinity Jumpsuit
746405,573938,Clara Sweater
746406,573938,Troop Cargo Pant
746407,573938,Avery Overall
746408,573938,Ronnie Sweater
746409,573938,Cuffed Tech Cashmere Gloves
746410,573938,Divinity Jumpsuit
746411,573938,The Slouch
746412,573938,Supply Cargo Pant
746413,573938,Divinity Jumpsuit
746414,573938,Moonstruck Dress
746415,573938,Alchemy Dress
746416,573938,Cozy Fleece Perfect Hoodie
746417,573938,Cyprie Sweater
746418,573938,Cyprie Sweater
746419,573938,The Effortless Pant
746420,573938,The Super Puff Bomber
746753,574182,Contour Crew T-Shirt
746754,574182,Cozy Fleece Boyfriend Hoodie
746755,574182,Cozy Fleece Boyfriend Hoodie
746756,574182,The Super Puff™ Mid
746757,574182,Alftan Luxe Cashmere Cardigan
746758,574182,Cozy Fleece Boyfriend Hoodie
746759,574182,Aster Free Lounge Pant
746760,574182,The Connor Long Coat
746761,574182,Troop Cargo Pant
746762,574182,The Ganna™ Shirt Jacket
746763,574182,Aster Free Lounge Pant
746764,574182,Troop Cargo Pant
747451,574750,The Slouch™ Coat New
747452,574750,Refined Cargo Pant
747453,574750,The Powder Parka™
747454,574750,The Connor Long Coat
747455,574750,Ribbed Waist T-Shirt
747456,574750,The Melina™ Pant
747457,574750,The Super Puff₂O™ Long
747458,574750,Izzy Cardigan
747459,574750,Cyprie Sweater
747460,574750,Moonstruck Dress
747461,574750,Cozy Fleece Boyfriend Hoodie
747886,575074,Little Cropped Jacket
747887,575074,Avery Overall
747888,575074,Sherpa Long Liner Jacket
747889,575074,The Duvet Puffer Mid
747890,575074,Avery Overall
747891,575074,Supply Cargo Pant
747892,575074,Cozy Fleece Perfect Hoodie
747893,575074,TnaCHILL™ Atmosphere Hi-Rise Legging
747894,575074,TnaCHILL™ Atmosphere Hi-Rise Legging
747895,575074,Izzy Cardigan
747896,575074,Brennan Pant
748035,575168,The Effortless Pant
748036,575168,Society Sweater
748037,575168,Alftan Luxe Cashmere Cardigan
748038,575168,The Slouch™ Coat New
748039,575168,The Powder Parka™
748040,575168,The Super Puff™
748041,575168,Agency Blazer
748042,575168,The Powder Parka™
748043,575168,Divinity Jumpsuit
748044,575168,Justin Jacket
748045,575168,The Powder Parka™
748046,575168,Contour Crew T-Shirt
748047,575168,The Connor Long Coat
748407,575492,The Melina™ Pant
748408,575492,Aster Free Lounge Pant
748409,575492,Weekend T-Shirt
748410,575492,The Connor Long Coat
748411,575492,The Melina™ Pant
748412,575492,Justin Jacket
748413,575492,Cozy Fleece Perfect Zip Hoodie
748414,575492,Ascendant Pant
748415,575492,TnaCHILL™ Atmosphere Hi-Rise Legging
748416,575492,Ronnie Sweater
748417,575492,Cozy Fleece Perfect Zip Hoodie
748418,575492,Weekend T-Shirt
748419,575492,The Melina™ Pant
748420,575492,Cozy Fleece Perfect Zip Hoodie
748421,575492,The Melina™ Pant
748422,575492,Cozy Fleece Perfect Zip Hoodie
748423,575492,Cyprie Sweater
749131,576065,Contour Crew Longsleeve Bodysuit
749132,576065,Sno Polar Shirt
749133,576065,Weekend T-Shirt
749134,576065,Hillside Sweater
749135,576065,The Super Puff™ Shorty
749136,576065,Weekend T-Shirt
749137,576065,Thermal Cowlneck
749138,576065,Justin Jacket
749139,576065,Cozy Fleece Boyfriend Hoodie
749140,576065,TnaBUTTER™ Rhythm Jumpsuit
749141,576065,Izzy Cardigan
753811,581292,Divinity Jumpsuit
753812,581292,Little Cropped Jacket
753813,581292,Contour Tank Bodysuit
753814,581292,Divinity Jumpsuit
753815,581292,Unwind Cardigan
753816,581292,Chase Dress
753817,581292,Divinity Jumpsuit
753818,581292,Society Sweater
753819,581292,The Super Puff™
753820,581292,Cozy Fleece Perfect Zip Hoodie
753821,581292,Divinity Jumpsuit
753822,581292,Little Cropped Jacket
753823,581292,Cozy Fleece Perfect Zip Hoodie
754151,581527,Brennan Pant
754152,581527,Moonstruck Dress
754153,581527,Moonstruck Dress
754154,581527,The Super Puff™
754155,581527,Hillside Sweater
754156,581527,The Ganna™ Shirt Jacket
754157,581527,Weekend T-Shirt
754158,581527,Aster Free Lounge Pant
754159,581527,The Slouch™ Coat New
754160,581527,Contour Crew Longsleeve Bodysuit
754161,581527,Justin Jacket
754162,581527,Agency Blazer
754163,581527,Ty Cardigan
754164,581527,Justin Jacket
754165,581527,The Powder Parka™
754166,581527,Cozy Fleece Perfect Zip Hoodie
754183,581540,The Ganna™ Shirt Jacket
754184,581540,Moonstruck Dress
754185,581540,Agency Blazer
754186,581540,Sno Polar Oversized Zip Hoodie
754187,581540,Greenwich Pant
754188,581540,Picture Cargo Pant
754189,581540,The Slouch™ Coat New
754190,581540,The Slouch™ Coat New
754191,581540,The Super Puff₂O™ Shorty
754192,581540,Only Slip Midi Dress
754193,581540,Cozy Fleece Boyfriend Hoodie
754194,581540,Refined Cargo Pant
754311,581600,Power Hip Blazer
754312,581600,The Connor Long Coat
754313,581600,The Super Puff™
754314,581600,The Powder Parka™ Short
754315,581600,Moonstruck Dress
754316,581600,Contour Crew Longsleeve Bodysuit
754317,581600,Society Sweater
754318,581600,The Powder Parka™
754319,581600,Supply Cargo Pant
754320,581600,The Effortless Pant
754321,581600,Alchemy Dress
754347,581621,Cozy Fleece Perfect Zip Hoodie
754348,581621,Weekend T-Shirt
754349,581621,Contour Crew T-Shirt
754350,581621,The Ganna™ Shirt Jacket
754351,581621,The Powder Parka™
754352,581621,Avery Overall
754353,581621,The Powder Parka™
754354,581621,Hillside Sweater
754355,581621,Justin Jacket
754356,581621,The Super Puff™
754357,581621,Unwind Cardigan
754620,581809,The Powder Parka™
754621,581809,The Powder Parka™
754622,581809,Sno Polar Oversized Zip Hoodie
754623,581809,Hillside Sweater
754624,581809,Cozy Fleece Perfect Zip Hoodie
754625,581809,The Slouch™ Coat New
754626,581809,Contour Tank Bodysuit
754627,581809,The Connor Long Coat
754628,581809,Cozy Fleece Boyfriend Hoodie
754629,581809,TnaCHILL™ Atmosphere Hi-Rise Legging
754630,581809,The Powder Parka™ Short
754631,581809,Cozy Fleece Boyfriend Hoodie
754632,581809,Power Hip Blazer
754746,581886,Alchemy Dress
754747,581886,The Super Puff™
754748,581886,Alchemy Dress
754749,581886,The Powder Parka™ Long
754750,581886,The Summit Parka
754751,581886,Hillside Sweater
754752,581886,Alchemy Dress
754753,581886,Alchemy Dress
754754,581886,Sno Polar ¼ Zip Hip Sweater
754755,581886,Cozy Fleece Perfect Zip Hoodie
754756,581886,Weekend T-Shirt
754917,582015,Divinity Jumpsuit
754918,582015,Little Cropped Jacket
754919,582015,The Powder Parka™
754920,582015,Only Slip Midi Dress
754921,582015,Alchemy Dress
754922,582015,Weekend T-Shirt
754923,582015,The Super Puff™
754924,582015,Cozy Fleece Perfect Zip Hoodie
754925,582015,The Super Puff™
754926,582015,Cozy Fleece Perfect Zip Hoodie
754927,582015,Avery Overall
754928,582015,Alanya Pant
754929,582015,The Powder Parka™
754930,582015,Moonstruck Dress
754931,582015,Sherpa Long Liner Jacket
754932,582015,The Ganna™ Shirt Jacket
754933,582015,The Summit Parka
754934,582015,Avery Overall
754935,582015,The Powder Parka™
754936,582015,Cozy Fleece Perfect Zip Hoodie
754937,582015,Cozy Fleece Perfect Zip Hoodie
754938,582015,The Powder Parka™
754939,582015,Sno Polar Zip-Up
754940,582015,Avery Overall
755816,582880,Supply Cargo Pant
755817,582880,Cozy Fleece Boyfriend Hoodie
755818,582880,Cozy Fleece Mega Sweatpant
755819,582880,The Super Puff₂O™ Shorty
755820,582880,Cyprie Sweater
755821,582880,The Slouch™ Coat New
755822,582880,Contour Crew Longsleeve Bodysuit
755823,582880,The Super Puff™
755824,582880,The Powder Parka™
755825,582880,Alftan Luxe Cashmere Cardigan
755826,582880,Ronnie Sweater
755827,582880,Power Hip Blazer
755828,582880,Alchemy Dress
755829,582880,Cozy Fleece Boyfriend Hoodie
755830,582880,Alchemy Dress
755831,582880,Only Slip Midi Dress
755832,582880,Greenwich Pant
758030,585883,Supply Cargo Pant
758031,585883,Ellipsis Luxe Cashmere Tank
758032,585883,Cozy Fleece Boyfriend Hoodie
758033,585883,Izzy Cardigan
758034,585883,The Duvet Puffer Mid
758035,585883,Contour Crew Longsleeve Bodysuit
758036,585883,Sno Polar Oversized Zip Hoodie
758037,585883,Refined Cargo Pant
758038,585883,The Effortless Pant
758039,585883,Bigfoot Polar Zip Hoodie
758040,585883,Bigfoot Polar Zip Hoodie
758041,585883,TnaBUTTER™ Rhythm Jumpsuit
758042,585883,Ronnie Sweater
758043,585883,The Powder Parka™
758229,586087,The Connor Long Coat
758230,586087,Avery Overall
758231,586087,Weekend T-Shirt
758232,586087,The Super Puff™ Long
758233,586087,Carter Blouse
758234,586087,Divinity Jumpsuit
758235,586087,Cozy Fleece Perfect Zip Hoodie
758236,586087,Alchemy Dress
758237,586087,Alchemy Dress
758238,586087,Supply Cargo Pant
758239,586087,Hillside Sweater
758240,586087,Alchemy Dress
758241,586087,The Super Puff™ Long
758242,586087,Picture Cargo Pant
758243,586087,Alchemy Dress
758244,586087,TnaCHILL™ Atmosphere Hi-Rise Legging
758245,586087,The Powder Parka™
758246,586087,Weekend T-Shirt
758247,586087,TnaBUTTER™ Rhythm Jumpsuit
758248,586087,The Slouch™ Coat New
758249,586087,Troop Cargo Pant
758250,586087,The Super Puff™
758251,586087,Society Sweater
758252,586087,The Powder Parka™
758517,586330,Cozy Fleece Perfect Zip Hoodie
758518,586330,The Powder Parka™
758519,586330,Picture Cargo Pant
758520,586330,Ribbed Waist T-Shirt
758521,586330,The Powder Parka™
758522,586330,TnaCHILL™ Atmosphere Hi-Rise Legging
758523,586330,The Powder Parka™
758524,586330,The Slouch™ Coat New
758525,586330,Sno Polar ¼ Zip Hip Sweater
758526,586330,The Super Puff™
758527,586330,The Powder Parka™
758560,586356,Cozy Fleece Boyfriend Hoodie
758561,586356,Ronnie Sweater
758562,586356,Sherpa Long Liner Jacket
758563,586356,Cozy Fleece Perfect Zip Hoodie
758564,586356,The Powder Parka™
758565,586356,The Ganna™ Shirt Jacket
758566,586356,The Ganna™ Shirt Jacket
758567,586356,Ascendant Pant
758568,586356,Little Cropped Jacket
758569,586356,TnaCHILL™ Atmosphere Hi-Rise Legging
758570,586356,Little Cropped Jacket
759073,586874,Sno Polar Oversized Zip Hoodie
759074,586874,Ascendant Pant
759075,586874,Agency Blazer
759076,586874,Greenwich Pant
759077,586874,TnaCHILL™ Atmosphere Hi-Rise Legging
759078,586874,The Ganna™ Shirt Jacket
759079,586874,Cozy Fleece Boyfriend Hoodie
759080,586874,Chase Dress
759081,586874,The Duvet Puffer Mid
759082,586874,Cozy Fleece Perfect Zip Hoodie
759083,586874,Supply Cargo Pant
759084,586874,Greenwich Pant
759085,586874,The Super Puff™ Mid
759086,586874,Greenwich Pant
759087,586874,Supply Cargo Pant
759167,586959,The Slouch™ Coat New
759168,586959,The Powder Parka™
759169,586959,Ribbed Waist T-Shirt
759170,586959,Alchemy Dress
759171,586959,Refined Cargo Pant
759172,586959,The Ganna™ Shirt Jacket
759173,586959,Weekend T-Shirt
759174,586959,TnaCHILL™ Atmosphere Hi-Rise Legging
759175,586959,Retrospect Sweater
759176,586959,Greenwich Pant
759177,586959,The Powder Parka™
759178,586959,Hillside Sweater
759179,586959,Ronnie Sweater
759180,586959,The Powder Parka™
759181,586959,Little Cropped Jacket
759182,586959,The Powder Parka™
759183,586959,The Ganna™ Shirt Jacket
759184,586959,Cozy Fleece Boyfriend Hoodie
759185,586959,The Connor Coat
759589,587455,Cozy Fleece Mega Sweatpant
759590,587455,The Powder Parka™ Long
759591,587455,Power Hip Blazer
759592,587455,Cozy Fleece Perfect Zip Hoodie
759593,587455,Weekend T-Shirt
759594,587455,Weekend T-Shirt
759595,587455,TnaCHILL™ Atmosphere Hi-Rise Legging
759596,587455,Divinity Jumpsuit
759597,587455,Alchemy Dress
759598,587455,Avery Overall
759599,587455,Contour Crew T-Shirt
759600,587455,Alanya Pant
759601,587455,Alchemy Dress
759602,587455,Contour Crew Longsleeve Bodysuit
759603,587455,Power Hip Blazer
759604,587455,Retrospect Sweater
759605,587455,Hillside Sweater
759803,587811,Little Cropped Jacket
759804,587811,The Powder Parka™
759805,587811,Cyprie Sweater
759806,587811,Cozy Fleece Boyfriend Hoodie
759807,587811,The Powder Parka™
759808,587811,Divinity Jumpsuit
759809,587811,Alftan Luxe Cashmere Cardigan
759810,587811,The Connor Long Coat
759811,587811,The Super Puff₂O™
759812,587811,Alchemy Dress
759813,587811,Supply Cargo Pant
759814,587811,The Melina™ Pant
759815,587811,The Melina™ Pant
761817,591337,Cyprie Sweater
761818,591337,Izzy Cardigan
761819,591337,Power Hip Blazer
761820,591337,Cozy Fleece Perfect Zip Hoodie
761821,591337,Cozy Fleece Perfect Zip Hoodie
761822,591337,Supply Cargo Pant
761823,591337,Supply Cargo Pant
761824,591337,Avery Overall
761825,591337,Avery Overall
761826,591337,The Powder Parka™
761827,591337,Sprinkles Cardigan
761828,591337,Cozy Fleece Perfect Zip Hoodie
761829,591337,Cozy Fleece Perfect Zip Hoodie
761830,591337,Weekend T-Shirt
761831,591337,The Connor Long Coat
761832,591337,The Duvet Puffer Mid
761833,591337,Divinity Jumpsuit
761834,591337,Cozy Fleece Boyfriend Hoodie
761835,591337,Cozy Fleece Boyfriend Hoodie
761836,591337,The Powder Parka™
761837,591337,The Powder Parka™ Short
761838,591337,The Powder Parka™ Short
761839,591337,Supply Cargo Pant
761840,591337,The Super Puff™ Long
761841,591337,Divinity Jumpsuit
761842,591337,Cozy Fleece Perfect Zip Hoodie
761843,591337,Divinity Jumpsuit
761844,591337,TnaBUTTER™ Rhythm Jumpsuit
